Country,Name,Club,Position,Games,Goals
Croatia,Mr. David Diaz,Rijeka,midfielder,68,34
Sierra Leone,Bradley Walsh,East End Lions,goalkeeper,53,-93
Dominican Republic,Kevin Zavala,Atletico Pantoja,goalkeeper,65,-45
Kenya,Jeffery Lee,Kariobangi Sharks,defender,66,40
Mauritania,Curtis Holder,Nouadhibou,midfielder,68,28
Namibia,Shelly Taylor,Black Africa,goalkeeper,50,-22
Croatia,David Taylor,Lokomotiva,goalkeeper,66,-55
Bahrain,Crystal Kent,Al-Riffa,midfielder,40,92
Bahrain,Mary Douglas,Al-Najma,midfielder,52,44
Seychelles,Seth Gray,Northern Dynamo,midfielder,81,32
Andorra,Karen Richards,UE Sant Julia,defender,65,33
Kiribati,Samantha Greene,Bairiki,goalkeeper,67,-83
Ecuador,Melissa Kidd,Delfin,defender,62,26
Madagascar,Tiffany Hudson,Ajesaia,forward,56,37
Belarus,Julie Brooks,Torpedo Zhodino,forward,56,43
Comoros,Patricia Mcmillan,Ajax de Hahaya,goalkeeper,70,-95
Uzbekistan,Courtney Clarke,Sogdiana,forward,74,86
Mexico,Haley Davis,Guadalajara,defender,65,60
Iran,Willie Bell,Esteghlal,defender,66,112
Gabon,Amanda Thomas,Sogea FC,midfielder,80,35
Turkmenistan,Dustin Hodges,Altyn Asyr,forward,59,56
Saint Vincent and the Grenadines,John Donovan,System 3,goalkeeper,21,-51
Estonia,Brandi Thomas,Narva Trans,forward,56,92
Sri Lanka,Kenneth Shaw,Defenders,forward,65,80
Botswana,Anita Harrington,Gaborone United,midfielder,62,48
South Sudan,Gwendolyn Jones,Al Salam Wau,midfielder,73,63
Slovakia,David Kelley,Trencin,midfielder,68,52
Vanuatu,Terry Lewis,Mauwia,midfielder,54,41
Vietnam,Katherine Anderson,Thanh Hoa,goalkeeper,49,-69
Nicaragua,Beverly Carter,UNAN Managua,midfielder,65,33
Korea (South),Jonathan Armstrong,Pohang Steelers,defender,56,45
Ethiopia,Brandon Anderson,Wolaitta Dicha,goalkeeper,49,-44
Serbia,Margaret Medina,Radnicki Nis,forward,55,85
Libya,Tracy Frazier,Al Akhdar,goalkeeper,65,-74
Jordan,Eric Hardin,Al Wehdat,midfielder,49,43
North Macedonia,Jennifer Harvey,Shkupi,defender,70,84
Mali,Scott Dodson,COB,midfielder,71,28
Afghanistan,Amanda Woods,Maiwand FC,goalkeeper,43,-35
Saint Kitts and Nevis,Joyce Foster,SPD United,midfielder,78,28
Zimbabwe,Michelle Brewer,Manica Diamonds,defender,59,14
Uruguay,Cynthia Huang,Danubio,midfielder,61,84
Antigua and Barbuda,Jennifer Barber,Empire FC,defender,59,42
Tanzania,Lorraine Blankenship,Namungo,forward,41,74
Paraguay,Laura Moses,Olimpia,goalkeeper,45,-71
Saint Vincent and the Grenadines,Derek Oconnor,Sion Hill,midfielder,54,83
Morocco,Ariana Hunt,AS FAR,midfielder,71,23
Korea (North),Thomas Gray,Rimyongsu,forward,77,18
Cameroon,Terry White,Canon Yaounde,defender,88,80
Indonesia,Barry Cooper,Persija Jakarta,defender,58,37
Sweden,James Gonzalez,Hammarby,defender,51,69
Andorra,James Jones,UE Engordany,goalkeeper,63,-40
Sri Lanka,James Scott DDS,Blue Star,midfielder,45,16
Egypt,Haley Lozano,Pyramids FC,forward,89,42
Bahrain,Dalton Morris,Al-Ahli,midfielder,67,44
South Africa,Jacob Spencer,Orlando Pirates,goalkeeper,40,-37
New Zealand,Todd Park,Hamilton Wanderers,midfielder,56,60
Morocco,Terry Potter,Olympic Safi,defender,62,37
Saint Lucia,Kristy Berger,Northern United,goalkeeper,72,-74
Netherlands,Erica Flynn,Twente,forward,63,43
Tonga,Megan Ross,Kolofo'ou,midfielder,50,47
Philippines,Eric Garcia,United City,goalkeeper,59,-42
Dominican Republic,Eduardo Arias,Jarabacoa FC,defender,62,76
Guinea-Bissau,Tracy Smith,Os Balantas,goalkeeper,57,-30
Iceland,Isabella Medina,FH,forward,70,44
Belgium,James Cabrera,Standard Liege,goalkeeper,48,-30
Trinidad and Tobago,Jonathan Burnett,Club Sando,forward,62,73
Ghana,Lori Graham,Great Olympics,forward,56,61
Jamaica,Miss Lauren Davidson,Tivoli Gardens,goalkeeper,64,-16
Vanuatu,Rachael Peterson,Shepherds United,midfielder,54,1
Ukraine,Jessica Hicks,Dnipro-1,goalkeeper,35,-42
Suriname,Jasmine Stone,Leo Victor,goalkeeper,49,-65
Saint Lucia,Crystal Rollins,Micoud,midfielder,81,72
Laos,Christopher Dillon,Young Elephants,goalkeeper,52,-64
Japan,Samantha Salinas,Urawa Reds,midfielder,55,45
Tuvalu,William Thomas,Lakena United,defender,54,84
Kuwait,Justin Brown,Al Salmiya,goalkeeper,58,-79
Bahamas,James Shaw,Dynamos FC,defender,58,81
Uzbekistan,Travis Henson,Metallurg Bekabad,defender,76,83
Tunisia,Jose Cooper,Club Africain,midfielder,66,51
Liberia,Sonya Weiss,Nimba United,forward,61,26
Bosnia and Herzegovina,Stephanie Riley,Siroki Brijeg,defender,69,38
Bahamas,Holly Baker,Western Warriors,defender,49,45
Comoros,Brent Stephens,Coin Nord,forward,78,16
South Africa,Christopher Moore,Kaizer Chiefs,goalkeeper,56,-68
Kiribati,Eugene Smith,Betio,midfielder,50,39
Niger,Penny Pruitt,ASFAN,defender,52,46
Mexico,Olivia Foley,Leon,defender,53,73
Samoa,Christina Salinas,Vaipuna,forward,50,61
Ecuador,Terry Saunders,LDU Quito,defender,46,78
United States,Heather Hernandez,Atlanta United,forward,59,13
Sao Tome and Principe,Austin Davis,6 de Setembro,midfielder,72,81
Dominica,Nancy Bailey,Segments FC,defender,69,68
Congo,Kerry Barton,Inter Club,forward,60,57
Romania,John Porter,Farul Constanta,midfielder,68,38
Iraq,David Acosta,Al Shorta,goalkeeper,64,-48
Turkmenistan,Timothy Hill,Merv,midfielder,57,26
Iraq,Michael Wagner,Al Minaa,forward,61,25
Fiji,Michael Brooks,Rewa FC,defender,62,21
Slovakia,Jose Rangel,Trencin,defender,72,27
Brazil,Shawn Barron,Sao Paulo,midfielder,47,63
Micronesia,Jose Stokes,Ulithi,goalkeeper,73,-61
New Zealand,Scott Nelson,Waitakere United,forward,75,22
United Kingdom,John Rice,Liverpool,goalkeeper,56,-20
New Zealand,Jessica Hudson,Hawke's Bay United,defender,56,111
Oman,Thomas Hernandez,Dhofar,goalkeeper,68,-67
Brunei,Joan Young,MS ABDB,goalkeeper,68,-30
Libya,Amy Carr,Al Ahly Tripoli,forward,73,65
Oman,Lisa Hall,Al Nasr,midfielder,56,32
Colombia,Kathleen Miller,Atletico Nacional,forward,63,69
Ukraine,Cynthia Baldwin,Shakhtar Donetsk,goalkeeper,49,-61
Pakistan,Travis Meyer,WAPDA,midfielder,71,60
Seychelles,Jasmin Wright,Anse Reunion,midfielder,51,2
South Africa,Michael Miller,Cape Town City,forward,60,58
Haiti,Jennifer Thomas,Baltimore SC,goalkeeper,65,-27
Dominica,Michael Coleman,Harlem United,defender,75,49
Mongolia,Andrew Cuevas,Khangui,goalkeeper,71,-2
Luxembourg,Joel George,Swift Hesperange,forward,48,16
Syria,Sara Maynard,Al Shorta,defender,38,41
Uganda,Victor Guzman IV,Onduparaka,goalkeeper,49,-24
Australia,Martha Hernandez,Melbourne Victory,forward,61,72
Bangladesh,Thomas Thompson,Abahani Dhaka,midfielder,59,53
Mongolia,Cheryl Ellis,Khangui,midfielder,62,80
Serbia,Jessica Davis,Radnicki Nis,midfielder,62,23
Kenya,Jared Randolph,Ulinzi Stars,midfielder,76,29
Benin,Rita Ayala,Buffles du Borgou,midfielder,63,53
Netherlands,Matthew Shields,Ajax,midfielder,53,41
Botswana,Laura Yates,Township Rollers,forward,48,58
France,Robin Wheeler,Lyon,midfielder,68,82
Guinea,John Barnes DVM,Wakriya,forward,56,30
Tonga,Jonathon Wilkerson,Kolofo'ou,defender,79,65
Saint Vincent and the Grenadines,Russell Nixon,Avenues United,goalkeeper,59,-52
Micronesia,Angela Davis,Pohnpei,forward,76,33
Mongolia,Stephen Roman,SP Falcons,forward,65,71
Kuwait,Pamela Nelson,Al Jahra,defender,63,57
Serbia,James Martinez,Partizan,midfielder,81,90
Honduras,Sarah Brown,UPNFM,defender,53,42
Haiti,Robert Mitchell,Arcahaie,goalkeeper,48,-73
Cuba,Marvin Guzman,FC Santiago,defender,28,32
Tunisia,Jerry Erickson,US Monastir,defender,78,85
Korea (South),Sarah Johnson,FC Seoul,forward,65,63
Ethiopia,James Perkins,Adama City,forward,47,34
United Arab Emirates,Gary Keller,Al Wasl,goalkeeper,73,-55
North Macedonia,Jennifer West,Sileks,forward,56,54
Korea (South),Alexander Bell,Ulsan Hyundai,defender,57,43
Norway,Angela Macias,Lillestrom,forward,65,43
Brazil,Tiffany Smith,Gremio,midfielder,38,66
Oman,Jenny Morrison,Al Seeb,forward,62,16
Ireland,Brandon Burns,Sligo Rovers,forward,76,59
Iraq,Kristin Skinner,Al Shorta,goalkeeper,66,-62
Finland,Shirley Morris,HJK Helsinki,defender,68,62
Malta,Jessica Gordon,Hibernians,goalkeeper,49,-43
Singapore,Deanna Mccarthy,Tanjong Pagar,defender,63,27
Australia,Micheal Padilla,Brisbane Roar,midfielder,57,48
Bosnia and Herzegovina,Alan Larson,Borac Banja Luka,midfielder,83,44
Netherlands,Kelly Hahn,FC Utrecht,forward,67,34
Cyprus,Timothy Thomas,AEL Limassol,midfielder,46,54
Saint Kitts and Nevis,Douglas Olson,Garden Hotspurs,midfielder,60,55
Somalia,Jenna Davis,Horseed,midfielder,60,34
Tuvalu,Andrea Booth,Ha'apai,midfielder,76,5
Cyprus,Corey Rodriguez,AEK Larnaca,defender,77,66
Fiji,Richard Marquez,Nadi FC,goalkeeper,59,-44
Belarus,Debbie Randolph,Isloch,goalkeeper,77,-43
Egypt,Donald Rodriguez,Al Ahly,goalkeeper,54,-57
Yemen,Christine Farrell,Al Oruba,midfielder,44,41
Burundi,Michelle Fuller,Vital'O,forward,74,22
Central African Republic,Craig Moore,Anges de Fatima,defender,58,62
Mozambique,Tim Thomas,Ferroviario Nampula,forward,60,48
United States,Angie Arnold,Portland Timbers,forward,76,56
Brazil,Frank Johnson,Gremio,goalkeeper,72,-24
Poland,Richard Rogers,Lechia Gdansk,goalkeeper,58,-1
Laos,Hannah Gonzalez,Master 7,midfielder,62,34
Somalia,Kelly Stein,Banaadir Telecom,defender,65,79
Burkina Faso,Christina Mitchell,Rahimo FC,defender,67,3
Australia,Samantha Franco,Perth Glory,midfielder,61,63
Trinidad and Tobago,Zachary Stanley,Point Fortin Civic,defender,55,15
Armenia,Jesus Schneider,Urartu,forward,69,85
Cyprus,Kathryn Choi,Pafos FC,midfielder,52,23
New Zealand,Denise Brown,Hawke's Bay United,goalkeeper,65,-85
Panama,Tammy Watkins,Atletico Chiriqui,forward,78,42
Dominican Republic,Colin Mendez,Barcelona Atletico,forward,77,30
Palau,Nancy Garcia,Belau Kanu Club,forward,39,11
Montenegro,Annette Martin,Rudar,goalkeeper,31,-61
United Arab Emirates,Elizabeth Browning,Shabab Al Ahli,midfielder,58,45
Uruguay,Vickie Phillips,River Plate Montevideo,forward,60,61
Rwanda,Ariana Young DVM,AS Kigali,goalkeeper,67,-56
Portugal,Deanna Wagner,Boavista,forward,69,28
Senegal,Brandon Murray,Diambars,goalkeeper,69,-55
Bangladesh,Robert Jones,Sheikh Russel,defender,52,51
Mali,Chris Castillo,AS Bakaridjan,forward,55,36
Central African Republic,Carol Porter,Anges de Fatima,goalkeeper,64,-26
United Kingdom,David Chang,Arsenal,goalkeeper,45,-40
Bahrain,Ashley Barker,Al-Muharraq,goalkeeper,62,-18
Slovenia,Christine Gray,Celje,midfielder,62,20
Haiti,April Pittman,Violette,forward,67,61
Malaysia,Patricia Ortega,Kuala Lumpur City,midfielder,81,76
Austria,Dale Ellis,Wolfsberger,goalkeeper,41,-81
Morocco,Patricia Cain,Wydad Casablanca,defender,73,46
Saudi Arabia,Vanessa Welch,Al Shabab,forward,59,71
Congo,Daniel Frank,CARA Brazzaville,goalkeeper,62,-71
South Sudan,Ashley Hall,Kator,goalkeeper,67,-48
Lesotho,Elizabeth Hardy,Matlama,midfielder,71,44
Ukraine,Ricardo Watkins,Dynamo Kyiv,midfielder,54,47
Egypt,Laura Carroll,Al Masry,defender,69,100
Barbados,Carmen Palmer,Silver Sands,goalkeeper,58,-57
Palau,Ryan Williams,Team Friendship,defender,75,30
Mauritania,Robert Hall,FC Tevragh Zeina,midfielder,53,73
Cape Verde,Jessica Turner,CS Mindelense,forward,67,39
Guyana,Mark Nguyen,Fruta Conquerors,forward,67,14
Kyrgyzstan,Alan Ferguson,Kara-Balta,midfielder,47,67
Malawi,Richard Meza,Silver Strikers,midfielder,62,71
Mauritania,Kimberly Johnson,Nouakchott Kings,goalkeeper,69,-23
Suriname,Amy Wilson,Inter Moengotapoe,defender,49,40
Japan,Robert Payne,Yokohama F. Marinos,midfielder,52,44
Czech Republic,Erica Schroeder,Slovan Liberec,goalkeeper,58,-30
Tonga,Steven Harris,Veitongo,forward,46,23
Solomon Islands,Hannah Norton,Kossa,goalkeeper,62,-66
Tuvalu,Richard Evans,Nanumaga,goalkeeper,58,-29
Argentina,John Davis,River Plate,midfielder,60,60
Vietnam,Samuel Ball,Thanh Hoa,midfielder,74,48
Madagascar,Ashley Patel,ASJ Analamanga,forward,56,57
Niger,Teresa Bullock,Sahel SC,goalkeeper,57,-74
Comoros,Jesse Smith,US Zilimadjou,midfielder,50,67
El Salvador,Brooke Morris,Aguila,goalkeeper,50,-66
Iran,Jason Jones,Tractor,defender,70,43
Morocco,Andrea Garcia,Raja Casablanca,forward,57,62
Tanzania,Lisa Morris,Namungo,forward,37,17
Jordan,William Smith,Al Jazeera,midfielder,68,32
Oman,Kenneth Fowler,Al Suwaiq,forward,71,46
Benin,Jordan Johnson,ASPAC,midfielder,64,62
Sudan,Glen Moore,Hay Al Wadi,goalkeeper,73,-50
Colombia,Karen Simon,Once Caldas,goalkeeper,63,-18
Maldives,Meagan Dudley,Maziya,defender,38,43
Czech Republic,David Jones,Slavia Prague,forward,51,40
Dominican Republic,Jared Curry,Cibao FC,goalkeeper,39,-16
Bangladesh,Cynthia Knight,Abahani Dhaka,forward,62,54
Luxembourg,Scott Thompson,F91 Dudelange,goalkeeper,40,-50
Angola,Jimmy Ortega,Interclube,defender,65,65
Belarus,Jonathan Fuller,Dinamo Minsk,goalkeeper,58,-65
Vietnam,Ashley Garcia,Binh Duong,forward,43,3
Brazil,Barbara Franklin,Gremio,goalkeeper,49,-63
Fiji,Adam Smith,Suva FC,defender,63,45
Ethiopia,Yvonne Foley,Bahir Dar Kenema,midfielder,49,70
Guinea-Bissau,Kim Garcia,Estrela Negra,defender,64,30
North Macedonia,Brooke Franklin MD,Shkendija,midfielder,64,65
Norway,Sarah Martinez,Rosenborg,midfielder,61,57
Saint Vincent and the Grenadines,Danielle Chandler,Hope International,defender,71,67
Spain,Arthur Williams,Barcelona,defender,53,51
Belgium,Michaela Dunn,Genk,forward,68,79
Samoa,Rebecca Meyer,Vaipuna,forward,70,56
Rwanda,Blake Martinez,Rayon Sports,defender,49,72
Ethiopia,Brenda Parrish,Fasil Kenema,forward,63,37
Tajikistan,Thomas Moran,CSKA Pamir,forward,80,47
Somalia,Michael Todd,Midnimo,defender,59,36
Monaco,Aaron Roth,Roca Team,midfielder,80,41
Maldives,Rhonda Riddle,New Radiant,goalkeeper,54,-76
Ghana,Shannon Logan,Great Olympics,forward,45,43
Honduras,Virginia Garza,Olimpia,goalkeeper,43,-40
South Sudan,Regina Jackson DDS,Al Merreikh Juba,midfielder,47,52
Morocco,Sara Russell,Raja Casablanca,goalkeeper,78,-31
Iran,Brittany Soto,Mes Rafsanjan,forward,51,14
Dominica,Carol Garcia,Kubuli Strikers,defender,82,51
Thailand,Brianna Jones,BG Pathum United,goalkeeper,54,-50
Netherlands,Tiffany Morris,Feyenoord,forward,65,51
Israel,Richard Turner,Beitar Jerusalem,defender,84,51
Jamaica,James Townsend DVM,Cavalier,goalkeeper,52,-40
Albania,Hunter Fox,Skenderbeu,goalkeeper,48,-84
Cape Verde,Abigail Garcia,Sporting Praia,goalkeeper,56,-92
Bahrain,Daniel Baker,Al-Muharraq,midfielder,35,65
Djibouti,Christopher Black PhD,AS Port,goalkeeper,61,-24
Qatar,Nicholas Pratt,Qatar SC,defender,70,11
Argentina,Stephanie Hooper,Estudiantes,forward,63,66
Nigeria,Lisa Jenkins,Akwa United,goalkeeper,68,-58
Honduras,Sarah Medina,Victoria,midfielder,50,33
New Zealand,Monique Johnson,Hamilton Wanderers,midfielder,59,31
Cyprus,Mario Jones,Apollon Limassol,forward,58,41
Montenegro,Brandi Miller,Buducnost,goalkeeper,58,-116
Ireland,Elizabeth Cole,Shamrock Rovers,goalkeeper,73,-71
Togo,Jacob Rivera,Dynamic Togolais,forward,62,51
Vanuatu,Christopher Simpson,Amicale,defender,59,26
Nepal,Scott Powers,Manang Marshyangdi,goalkeeper,54,-23
Colombia,Zachary Mcdaniel,Once Caldas,midfielder,53,51
Comoros,Samantha Watts,Steal Nouvel,midfielder,38,67
Australia,John Allen,Melbourne City,goalkeeper,72,-38
Bhutan,Tonya Martin,Druk United,midfielder,57,40
Rwanda,Regina Valenzuela,AS Kigali,midfielder,71,99
Benin,Terri Ramos,Ayema FC,goalkeeper,62,-53
Lithuania,Scott Camacho,Kauno Zalgiris,defender,75,33
Honduras,Stephanie Harris,Platense,goalkeeper,48,-68
Antigua and Barbuda,John Ward,Liberta FC,goalkeeper,56,-77
Malta,Alicia Diaz,Gzira United,forward,66,45
Bhutan,Mark Williams,Terton FC,defender,64,73
Bulgaria,Sarah Smith,Arda Kardzhali,midfielder,53,60
Marshall Islands,Crystal Hamilton,Jaluit FC,forward,52,66
Philippines,John Reeves,Dynamic Herb Cebu,goalkeeper,54,-57
Haiti,Dr. Michele Kennedy MD,Violette,goalkeeper,67,-34
Rwanda,Matthew Soto,AS Kigali,goalkeeper,65,-1
Cuba,Brian Horton,FC Guantanamo,defender,39,52
Ireland,Scott Walker,Shamrock Rovers,forward,64,17
Zambia,Victoria Hall,Lumwana Radiants,goalkeeper,57,-80
Romania,David Perez,UTA Arad,midfielder,58,49
Korea (South),Joshua Johnson,FC Seoul,defender,75,57
Moldova,Mitchell Olson,Dinamo-Auto,midfielder,76,51
Japan,Ashley Scott,Urawa Reds,forward,57,45
Botswana,Tina Dean,Gaborone United,defender,57,46
Luxembourg,Crystal Valdez,F91 Dudelange,forward,61,24
Saint Kitts and Nevis,Stephanie Brown,Village Superstars,defender,53,87
Colombia,Rebecca Compton,Once Caldas,midfielder,52,31
Serbia,Denise Jones,Partizan,forward,31,51
Brazil,Mark Hicks,Corinthians,forward,60,60
Bahrain,Mr. Shane Sanford DVM,East Riffa,goalkeeper,52,-71
Eswatini,David Bennett,Green Mamba,defender,62,25
North Macedonia,Kathryn Sanchez,Rabotnicki,defender,40,83
Mozambique,Curtis Mcgrath,UD Songo,forward,69,15
Samoa,Thomas Small,Lupe ole Soaga,defender,75,44
Gabon,Jose Lutz,Sogea FC,goalkeeper,42,-46
Estonia,Timothy Vasquez,Paide Linnameeskond,defender,60,58
Sweden,Scott Vega,Hacken,forward,53,76
Portugal,Joseph Wilson,Sporting CP,defender,72,48
Australia,Timothy Fleming,Perth Glory,midfielder,66,52
Azerbaijan,Heather Dominguez,Kapaz,midfielder,51,12
Bosnia and Herzegovina,Nathaniel Bradley,Zeljeznicar,goalkeeper,89,-25
Thailand,Kelli Garcia,Chonburi,defender,64,47
North Macedonia,Crystal Lynch,Makedonija GP,midfielder,66,43
Sao Tome and Principe,Gerald Mccullough,FC Neves,forward,42,77
Saint Kitts and Nevis,Jennifer Wells,St. Paul's United,midfielder,67,3
Gambia,Michelle Li,Fortune FC,midfielder,65,75
Kenya,Mathew Marshall,Sofapaka,goalkeeper,46,-12
Saint Lucia,Tara Hall,Canaries,midfielder,74,36
El Salvador,Benjamin Phillips,Jocoro,midfielder,68,50
Pakistan,Matthew Watkins,Khan Research Laboratories,defender,55,69
Myanmar,Kristi Medina,Yadanarbon,midfielder,73,99
Central African Republic,Chad Brown,ASDR,defender,53,46
Tunisia,James Rogers,Club Africain,goalkeeper,53,-73
Jordan,Rebecca Davila,Al Ramtha,goalkeeper,64,-29
Tuvalu,Robert Chapman,Lakena United,midfielder,61,66
Jordan,Robert Davis,Shabab Al Ordon,midfielder,63,48
Jordan,Victoria Jones,Al Faisaly,midfielder,72,60
Trinidad and Tobago,Amber Hudson,W Connection,midfielder,50,29
Spain,Mrs. Kristi Simpson MD,Valencia,forward,54,32
Mozambique,Albert Allen,Ferroviario Beira,midfielder,63,48
Ireland,Patrick Stewart,Shamrock Rovers,goalkeeper,56,-54
Hungary,Cynthia Alexander,Puskas Akademia,goalkeeper,77,-27
Kazakhstan,Edward Jones,Shakhter Karagandy,forward,50,48
Philippines,Brandon Soto,Mendiola,forward,51,62
Austria,Victoria Salazar,Red Bull Salzburg,forward,65,36
Kuwait,Natalie White,Al Naser,goalkeeper,71,-20
Denmark,Chad Nguyen,Midtjylland,defender,67,71
Moldova,Bonnie Knight,Zimbru,defender,61,18
Lithuania,Sheila Thompson,Zalgiris Vilnius,goalkeeper,32,-86
Cameroon,Pam Petersen,APEJES Academy,defender,55,23
Kazakhstan,Renee Stephens,Tobol,forward,35,63
Bahamas,Rachel Smith,United FC,midfielder,64,41
Mozambique,Robert Weber,Vilankulo,midfielder,62,96
Andorra,Allison Sherman,UE Sant Julia,midfielder,69,93
Micronesia,David Mack,Ulithi,defender,52,87
Latvia,Michael Collins,Metta,goalkeeper,36,-23
Argentina,Madison Schneider,Racing Club,defender,60,63
Micronesia,Terry Merritt,Weno,midfielder,64,23
Uganda,Christine Hobbs,SC Villa,goalkeeper,74,-66
France,Thomas Walters,Monaco,midfielder,69,40
Lithuania,Robert Castro,Kauno Zalgiris,midfielder,53,69
Netherlands,Erica Jackson,FC Utrecht,midfielder,43,40
Paraguay,Matthew Smith,Guarani,midfielder,47,60
Somalia,Kathryn Clarke,Midnimo,defender,48,52
Bhutan,Troy Ali,Ugyen Academy,midfielder,54,95
Venezuela,Matthew Scott,Aragua,goalkeeper,58,-73
Armenia,Dawn Jones,Ararat Yerevan,forward,47,49
Mali,Jeremiah Bush,US Bougouni,goalkeeper,55,-51
Sao Tome and Principe,Dean Baxter,FC Neves,forward,49,53
Comoros,Gabriel Harris,Coin Nord,goalkeeper,63,-38
Niger,Katie Sawyer,USGN,forward,63,67
Algeria,Mr. Andrew Flores,CR Belouizdad,forward,63,35
Belize,Beth Ochoa,Verdes FC,midfielder,42,59
Bulgaria,Molly Anderson,CSKA Sofia,midfielder,59,12
India,Michael Sloan,Chennaiyin FC,goalkeeper,54,-10
Algeria,Dylan Brown,CR Belouizdad,defender,71,67
Singapore,Daniel Newman,Lion City Sailors,forward,66,49
Moldova,John Garcia,Petrocub,midfielder,77,51
Mexico,Sarah Griffin,Pumas UNAM,midfielder,53,93
Djibouti,Ryan Stevenson,AS Ali Sabieh,midfielder,56,15
Kuwait,Joseph Martin,Al Salmiya,midfielder,61,1
Belize,Robert Aguirre,San Pedro Pirates,forward,58,51
Paraguay,Andrew Moyer,Sportivo Luqueno,midfielder,39,14
Panama,Deanna Martin,San Francisco,midfielder,70,58
Niger,Diana Green,Sahel SC,forward,42,92
Ghana,Lisa Henderson MD,Medeama,defender,77,38
Myanmar,Jordan Ross,Rakhine United,defender,70,29
Mali,John Reed,AS Bakaridjan,defender,59,85
Armenia,Matthew Hall,Ararat-Armenia,forward,58,34
Montenegro,Karen Garcia,Buducnost,forward,53,69
Colombia,Sarah Smith,Atletico Nacional,defender,67,99
Switzerland,Karen Weaver,Young Boys,goalkeeper,57,-6
Nauru,Steven White,Boe,midfielder,70,38
Iran,William Greene,Mes Rafsanjan,goalkeeper,52,-9
Australia,Mary Cross,Adelaide United,defender,68,58
Samoa,Michelle Allen,Lepea,midfielder,67,54
Eritrea,Matthew Barrett,Asmara Brewery,goalkeeper,71,-51
Angola,Sierra Kelley,Interclube,goalkeeper,51,-46
Chad,Heather Proctor,AS Moundou,goalkeeper,60,-85
Norway,James Hickman,Viking,defender,69,71
Malawi,Anthony Smith,MAFCO,forward,63,53
San Marino,Heather Dean,Libertas,forward,75,54
Sierra Leone,Jonathan Fox,Bo Rangers,forward,68,48
Latvia,Hannah Mcclain,Riga FC,midfielder,46,74
Indonesia,Rebecca Turner,Persib Bandung,goalkeeper,59,-102
Armenia,David Hill,Pyunik,goalkeeper,72,-34
Tonga,Frank Jones,Veitongo,forward,55,63
Iceland,Kristin Morrison,Vikingur Reykjavik,midfielder,57,14
Kazakhstan,Alexandra Beasley,Kairat,defender,40,45
Philippines,Jacqueline Schwartz DDS,United City,defender,68,80
Cambodia,Jennifer Reynolds,Boeung Ket,goalkeeper,53,-61
Czech Republic,Mark Hill,Banik Ostrava,defender,64,78
Greece,James Smith,OFI Crete,goalkeeper,71,-34
